Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCM55,OUT017,2765.4003000000002
FDL09,OUT018,2012.11418
FDA11,OUT019,241.2859200000001
FDA50,OUT045,1469.4206
FDC23,OUT017,2966.7715100000005
FDE22,OUT049,2886.07655
FDD23,OUT046,3210.8205
NCA29,OUT049,3101.59601
FDK38,OUT046,2162.4518199999998
DRC13,OUT046,1856.3835599999998
NCP43,OUT049,2767.1979599999995
FDX28,OUT049,1891.13832
FDF08,OUT049,1793.16585
FDZ33,OUT046,2493.7206100000003
FDD10,OUT049,2400.27558
FDO58,OUT017,2271.14367
FDI50,OUT017,3559.4666700000002
FDO58,OUT045,2197.1400000000003
FDX08,OUT013,2872.66068
NCK17,OUT010,255.36759
FDF39,OUT035,2930.6851500000002
FDU45,OUT010,323.9117
NCJ18,OUT018,1857.7484499999998
DRC27,OUT019,326.34187000000003
DRC25,OUT035,1764.9026400000002
FDU59,OUT035,2632.4733300000003
FDU28,OUT035,2702.2824599999994
NCP30,OUT046,1754.7824800000003
FDB39,OUT018,1435.1318999999996
FDE41,OUT013,1555.07577
DRH11,OUT010,202.93584
FDA58,OUT045,3441.5202000000004
FDU50,OUT046,2435.9624599999997
FDM34,OUT013,2760.2736400000003
FDM44,OUT027,2753.01642
FDR39,OUT045,2600.54822
FDM25,OUT045,2448.2797600000004
FDQ49,OUT049,2373.8766100000003
DRH25,OUT018,1612.93379
FDM09,OUT027,4316.28153
FDL44,OUT019,375.1782999999999
NCR42,OUT018,1546.68669
DRL59,OUT046,2041.1097699999998
FDX43,OUT013,2628.54511
DRK47,OUT010,333.43264000000005
FDU48,OUT018,1587.53352
FDY12,OUT045,1295.24732
NCN43,OUT018,1726.98533
NCM55,OUT018,2324.3077999999996
FDQ21,OUT027,3535.1316799999995
FDX13,OUT035,2880.08435
NCK30,OUT027,5542.6518399999995
FDG20,OUT049,2862.3740700000003
DRG27,OUT017,1272.17735
FDY14,OUT018,2428.87169
FDP59,OUT035,2168.21099
FDU60,OUT017,2928.38814
NCC18,OUT019,438.59574999999995
DRJ39,OUT017,3670.0560499999992
FDS07,OUT049,1788.9380200000003
FDM08,OUT027,5456.663769999999
FDP51,OUT045,1705.9460499999998
FDU16,OUT035,2334.99389
FDH12,OUT013,1692.6633400000003
DRE48,OUT010,479.77547999999996
NCL42,OUT027,5888.43507
FDR21,OUT045,2417.98586
NCW29,OUT035,2328.4357600000003
FDO11,OUT013,3037.2131500000005
NCM31,OUT049,2615.7284600000003
FDV35,OUT019,317.8196300000001
FDF58,OUT017,1326.10715
NCE43,OUT049,3169.80722
FDA02,OUT035,2769.4283900000005
DRL37,OUT010,272.04588
FDR24,OUT018,2071.9696000000004
FDW59,OUT049,2029.1586600000003
FDS22,OUT049,1496.0858899999998
FDW24,OUT017,1148.63816
FDU24,OUT035,2100.36597
FDA21,OUT027,4975.78972
FDH58,OUT027,3373.4088599999995
FDW36,OUT018,1518.7230900000002
FDI45,OUT027,4507.499290000001
FDU01,OUT018,1796.8943299999996
FDF35,OUT027,3599.44796
FDU43,OUT019,310.16292999999996
FDE24,OUT019,267.85133999999994
FDK50,OUT049,2115.0468600000004
FDG31,OUT045,1960.64784
FDC60,OUT045,1998.9313400000003
FDL36,OUT013,1612.1681199999998
FDP21,OUT013,2695.1916899999997
FDW16,OUT045,1819.5315299999997
FDX02,OUT017,3569.65341
FDQ58,OUT027,4212.31686
FDT51,OUT046,2331.7647600000005
FDD59,OUT049,1768.83086
NCM42,OUT018,1903.22259
FDA57,OUT018,1762.5057599999996
FDZ48,OUT035,1294.41507
FDE46,OUT045,2228.99853
NCZ30,OUT019,324.91040000000004
FDB56,OUT017,2828.58472
FDA25,OUT027,3441.05414
FDD20,OUT013,1902.5900800000004
FDL25,OUT013,1306.3994700000003
NCO18,OUT049,3129.4930299999996
FDJ45,OUT017,1468.95454
FDR12,OUT035,2474.5788600000005
NCF19,OUT010,248.80946000000003
FDK25,OUT046,2535.66601
NCR17,OUT046,1797.6267099999998
FDC52,OUT046,2335.82614
NCA54,OUT017,3149.0009700000005
FDR45,OUT010,399.94606000000005
NCM19,OUT049,2529.10788
FDF39,OUT027,4211.81751
FDX23,OUT049,1677.8159999999996
FDD58,OUT027,3063.14606
FDX28,OUT013,1444.98574
NCD31,OUT013,2494.8191800000004
FDU57,OUT018,1881.7172500000001
FDI27,OUT046,2244.1787699999995
NCM42,OUT046,2086.01798
FDD32,OUT027,3061.6812999999997
FDI34,OUT013,3125.931
NCM29,OUT049,2216.8809699999997
FDG46,OUT018,1773.6912000000004
DRC01,OUT010,230.49996000000002
FDB15,OUT027,4476.20669
NCA17,OUT027,3531.1368799999996
FDF10,OUT046,2170.40813
FDR26,OUT027,4418.94789
FDI02,OUT049,2013.3459099999995
NCM54,OUT010,343.95228
FDF14,OUT013,2575.4808500000004
FDJ33,OUT010,311.59440000000006
FDM20,OUT035,2931.91688
FDC03,OUT027,4211.817510000001
NCX05,OUT046,1901.3916399999998
NCM41,OUT027,2616.4608400000006
NCU29,OUT010,288.15824000000003
FDQ59,OUT017,1975.49518
FDH46,OUT010,313.55851
FDH09,OUT013,833.6814700000001
NCD06,OUT045,1018.3410999999999
FDC15,OUT035,3187.7838199999997
DRD37,OUT027,2970.9327599999997
FDT28,OUT027,3467.31995
FDR28,OUT027,4212.1837000000005
FDT38,OUT017,1426.4765000000002
FDV34,OUT027,2184.68954
FDY52,OUT035,1895.8654999999999
FDB34,OUT013,1448.7808
DRL23,OUT018,2201.1680899999997
DRB24,OUT046,2195.67524
FDJ50,OUT046,2064.6458
FDQ49,OUT035,2642.92639
FDP20,OUT035,2537.3305100000002
FDV19,OUT027,4215.1465100000005
NCR54,OUT045,3659.4032499999994
FDO09,OUT010,343.81912
FDS57,OUT018,2485.7643000000003
FDN10,OUT049,2295.6451100000004
FDV23,OUT049,2346.9117100000003
FDY28,OUT049,2653.01326
DRG51,OUT013,2641.3617600000002
FDD45,OUT019,375.1783
NCL18,OUT027,4717.69235
NCM29,OUT013,1653.24798
FDF17,OUT027,3657.60559
FDE22,OUT017,2460.86338
FDQ22,OUT017,1320.88062
FDS01,OUT013,2868.4328500000006
FDW35,OUT027,2024.23174
FDJ33,OUT046,2003.5919399999998
NCF54,OUT035,2754.94724
FDE09,OUT013,1818.36638
NCE06,OUT045,2303.53484
DRH49,OUT049,2471.08341
FDY43,OUT045,2555.93962
NCT05,OUT017,3244.4766900000004
FDZ34,OUT045,2832.6128099999996
FDL38,OUT017,1645.3582499999998
FDZ31,OUT017,3278.26604
FDR14,OUT035,2672.28817
NCN54,OUT049,2188.8840800000003
NCC42,OUT027,3558.83416
FDK08,OUT017,2022.2343400000002
FDP59,OUT013,1881.0847399999998
FDV22,OUT035,2338.0232800000003
FDD33,OUT035,3068.47246
DRE60,OUT027,3609.3350900000005
FDK52,OUT046,2650.4166400000004
FDA02,OUT017,3018.03811
FDM56,OUT049,2045.3043100000002
FDE57,OUT035,2130.46013
FDM32,OUT045,1768.06519
NCQ30,OUT027,3104.69198
FDQ27,OUT027,4156.988880000001
FDT60,OUT027,2373.6102899999996
FDU43,OUT049,3139.6464800000003
NCO55,OUT035,2201.43441
FDG02,OUT045,3241.4140100000004
FDJ28,OUT013,2758.7755899999997
FDP40,OUT045,1343.1849200000001
FDJ38,OUT045,3523.24715
NCC54,OUT017,3072.6337100000005
NCZ41,OUT046,2504.63973
FDK38,OUT019,439.69431999999995
FDU52,OUT013,2333.7621599999998
FDC40,OUT046,2244.21206
NCR30,OUT017,1444.18678
NCN18,OUT017,1611.40245
FDB50,OUT035,1605.2438000000002
FDG04,OUT013,2804.64921
FDR26,OUT035,3149.50032
NCT17,OUT018,2280.4315799999995
FDX35,OUT027,4511.39422
FDS12,OUT046,1782.6129200000003
NCZ29,OUT027,3094.5052399999995
FDB38,OUT010,290.62170000000003
FDP12,OUT013,1768.3980900000001
FDP22,OUT046,1419.6853399999998
FDS26,OUT018,2287.0895800000003
FDR52,OUT046,3040.8084700000004
DRJ13,OUT046,2195.67524
FDU48,OUT027,2627.1802199999997
FDE29,OUT035,1420.5841699999999
NCT29,OUT049,1863.7406500000002
DRK37,OUT018,2036.3825900000004
FDK55,OUT046,1789.5705300000002
FDR07,OUT046,1812.17444
FDO21,OUT027,4521.2147700000005
FDK46,OUT049,3417.1852100000006
FDB12,OUT045,1395.7165400000001
FDT31,OUT027,4263.58346
FDJ33,OUT045,2016.5750399999997
FDC26,OUT027,3477.34024
NCQ02,OUT045,3187.48421
FDP08,OUT010,356.36945000000003
FDB11,OUT027,5040.80509
FDV55,OUT013,1990.4091000000003
FDW20,OUT049,2081.98989
NCJ18,OUT019,384.13331000000005
FDC41,OUT018,1366.8874
FDE14,OUT027,3294.5781400000005
FDG35,OUT013,2389.58949
FDF45,OUT035,1930.7534200000002
FDS19,OUT027,2839.17094
FDS58,OUT019,305.36917000000005
FDA26,OUT017,3822.92373
FDM32,OUT049,2037.28142
FDL45,OUT046,2390.38845
FDZ55,OUT049,2499.31333
FDY37,OUT049,1965.1087
FDO46,OUT046,2373.51042
FDQ60,OUT046,2636.40155
FDA19,OUT018,1910.1802
FDL15,OUT046,2149.8682
FDM10,OUT018,2849.49084
NCL05,OUT017,1195.64364
DRK49,OUT010,278.77046000000007
NCE18,OUT027,5888.435070000001
FDG40,OUT049,1482.90305
DRI59,OUT045,2923.8274100000003
FDK28,OUT035,3591.9244200000003
NCD06,OUT019,252.83755000000005
FDO11,OUT019,520.52244
FDK27,OUT046,2149.46872
FDT43,OUT027,2083.1217500000002
FDD38,OUT018,1635.10493
FDA16,OUT049,2559.23533
FDL14,OUT027,4183.95378
NCM17,OUT049,1862.5089199999998
FDD20,OUT045,2501.9765300000004
FDA40,OUT045,1786.57443
FDL43,OUT045,1992.1068900000002
FDV15,OUT045,2276.0705900000003
FDE52,OUT046,2294.94602
NCL17,OUT010,289.68958000000003
NCJ31,OUT045,2771.0595999999996
FDR60,OUT045,1113.61708
NCA18,OUT035,2388.92369
FDS21,OUT027,2111.8510200000005
FDW09,OUT035,1676.0183399999999
FDL26,OUT035,2704.2798599999996
FDS47,OUT018,1792.20044
FDC39,OUT046,2490.82438
FDT51,OUT035,2323.27581
FDK40,OUT035,2548.44937
NCG19,OUT045,3188.71594
FDZ07,OUT046,2086.1844300000002
FDF08,OUT027,2978.88907
FDO04,OUT013,1403.9058799999998
FDK41,OUT018,1366.8874
FDP15,OUT049,3023.1647700000003
NCD43,OUT018,1847.52842
NCP18,OUT013,2286.4570700000004
FDZ51,OUT046,2114.71396
DRH13,OUT035,1784.9432199999999
FDF38,OUT045,1387.7935199999997
NCI43,OUT045,1257.39659
FDM38,OUT027,2537.39709
FDS03,OUT013,1849.4592400000001
DRJ47,OUT017,2402.40614
FDT50,OUT010,243.01700000000005
FDV02,OUT046,2782.8442600000003
NCG18,OUT017,1927.45771
FDW52,OUT046,2889.73845
FDS40,OUT035,1464.99303
FDN31,OUT017,2774.3886
FDA37,OUT045,2548.48266
FDA15,OUT046,2815.7014900000004
FDL39,OUT046,2342.6838799999996
FDJ53,OUT045,1672.4230200000002
FDX22,OUT013,2695.1916899999997
NCZ42,OUT045,2866.66848
FDD56,OUT027,4655.406759999999
FDD40,OUT017,2808.5108499999997
FDS50,OUT013,2922.96187
NCN14,OUT013,2775.18756
FDT15,OUT013,2627.74615
NCS18,OUT027,2991.53927
NCO26,OUT010,290.98789
FDF58,OUT018,1726.8854600000002
NCB19,OUT013,1883.2152999999998
FDH26,OUT017,2578.8764299999993
DRB24,OUT027,3609.8011500000002
FDA49,OUT018,1916.9380700000002
FDB32,OUT045,1878.1219300000005
FDI36,OUT017,3012.44539
NCA17,OUT010,297.57931
FDH22,OUT013,2456.53568
NCM26,OUT018,1827.5877099999998
FDT15,OUT027,4191.61048
FDB16,OUT018,1453.4746900000002
NCP54,OUT027,3104.69198
FDJ36,OUT013,1885.17941
FDO28,OUT045,1695.4597
FDU09,OUT013,1567.1600400000002
FDF29,OUT017,2084.7196699999995
FDY08,OUT013,2406.23449
DRJ59,OUT018,1850.5578099999996
FDT23,OUT027,2903.15432
FDU15,OUT018,1531.3067099999998
FDT47,OUT013,1867.6355799999997
FDI53,OUT019,294.15044
FDR59,OUT018,2397.3127699999995
FDD53,OUT035,1551.1475500000001
FDY51,OUT017,2939.60687
FDT04,OUT049,1508.2367399999998
FDU51,OUT049,2314.05448
FDG14,OUT035,2829.51684
NCU06,OUT045,3344.6795899999997
DRG25,OUT046,2195.6752399999996
DRH49,OUT035,2169.4760100000008
FDN15,OUT035,2464.2256700000003
FDL43,OUT018,1904.4210300000002
NCT18,OUT049,3215.21478
NCB31,OUT013,3558.23494
FDK57,OUT035,2676.3828399999998
FDY04,OUT019,307.83263
NCP54,OUT046,2390.8878
FDF41,OUT013,3012.77829
FDM01,OUT045,2140.8799000000004
FDW03,OUT045,2075.49834
FDF28,OUT045,2346.84513
FDY37,OUT017,2413.32526
FDQ03,OUT017,3344.21353
FDP51,OUT027,4194.63987
FDJ40,OUT017,1985.8816600000002
FDC32,OUT049,2030.7232900000004
DRI49,OUT027,2369.54891
NCW54,OUT017,1231.46368
FDF09,OUT017,1093.50992
FDP45,OUT018,2368.51692
DRJ23,OUT018,2542.7567800000006
FDS59,OUT017,1944.0361299999997
FDY08,OUT046,2219.57746
FDX16,OUT049,2636.10194
FDY16,OUT018,1805.8493400000002
FDK32,OUT035,2358.3301800000004
FDQ22,OUT013,1103.26389
NCC31,OUT018,2149.8349100000005
FDG58,OUT049,2358.4633400000007
DRF48,OUT013,2789.00291
DRH36,OUT049,2299.8396500000003
NCR30,OUT035,2494.55286
FDB03,OUT019,402.50939
FDZ28,OUT027,3918.5326100000007
FDR35,OUT017,2974.92756
DRD15,OUT027,5853.88005
FDJ33,OUT019,322.48023
FDA56,OUT010,279.33639
FDP56,OUT046,1924.8943799999997
NCT30,OUT046,1521.08668
FDK15,OUT017,2114.9137
FDH44,OUT018,1915.04054
FDV01,OUT013,1987.5461599999999
DRG03,OUT017,2943.5683799999997
FDG50,OUT027,3446.5802800000006
FDR16,OUT010,422.38352
FDZ60,OUT046,2002.7929800000002
DRG03,OUT045,3136.2841899999994
FDS56,OUT018,2594.3895700000003
FDU33,OUT045,1164.65065
DRD27,OUT035,2928.5213000000003
FDW22,OUT046,2417.15361
DRA24,OUT045,1742.0657000000003
FDF38,OUT049,1876.82362
FDX48,OUT013,2282.3624
FDS58,OUT018,2030.95632
FDC32,OUT046,1592.0276700000002
NCQ29,OUT045,3541.95613
DRK39,OUT018,1603.1465299999998
NCS38,OUT017,1685.7723099999998
DRO47,OUT013,2272.5085599999993
DRG27,OUT027,4252.1317
FDC57,OUT027,4988.8394
FDS55,OUT046,2579.8085499999997
NCJ06,OUT018,1620.72365
FDO01,OUT019,311.66098
NCM55,OUT045,2776.7189
FDC52,OUT049,2291.65031
FDQ15,OUT045,1418.8863800000001
NCT30,OUT027,1735.4409900000003
NCR42,OUT027,1732.44489
FDD28,OUT035,1624.5520000000001
FDQ34,OUT049,2490.59135
FDZ12,OUT027,2472.7812000000004
DRE13,OUT019,265.65420000000006
NCN07,OUT019,325.37646
FDM28,OUT035,2332.1309499999998
FDI10,OUT017,2508.96743
FDQ25,OUT013,2116.6114900000002
FDA38,OUT010,370.71744
DRI13,OUT049,2940.2060899999997
FDY20,OUT027,2839.170939999999
NCZ53,OUT035,2765.7997800000003
NCM31,OUT013,2212.28695
DRB01,OUT017,2926.42403
DRF37,OUT046,2194.7431199999996
NCF42,OUT049,2987.3780199999997
FDF16,OUT018,2218.24586
FDB41,OUT013,2040.8767400000004
FDR34,OUT013,3034.41679
FDR15,OUT018,2036.2494299999998
NCV42,OUT019,308.03237
FDW51,OUT035,3097.66779
FDU36,OUT017,1222.34222
FDX60,OUT049,1782.04699
FDY03,OUT035,2311.92392
FDW55,OUT045,3850.6210100000003
FDT01,OUT010,597.8884
FDG58,OUT013,2622.81923
FDK21,OUT017,4087.4460699999995
NCS41,OUT019,423.98144
FDS10,OUT045,2381.06725
NCT53,OUT046,2222.80659
FDJ28,OUT018,2588.86343
FDX44,OUT045,1483.90175
FDT20,OUT018,1062.45035
FDO44,OUT017,1992.2067600000003
NCX17,OUT049,2314.45396
FDY01,OUT017,2343.74916
FDJ12,OUT027,4137.880420000001
DRK35,OUT018,2361.7590499999997
FDD47,OUT019,351.64227
NCM53,OUT035,2170.6078700000003
FDO45,OUT013,2002.7929800000002
NCM42,OUT010,382.26907
FDE04,OUT046,2611.76695
NCI30,OUT027,5897.95601
FDZ19,OUT013,2762.1378799999998
FDW57,OUT013,2548.04989
FDA25,OUT013,1758.1780600000002
FDT22,OUT046,1512.46457
FDP51,OUT013,2601.64679
FDD48,OUT027,2353.03707
FDY39,OUT035,2576.87903
FDO48,OUT010,341.15592
FDD23,OUT027,4016.97114
DRN35,OUT027,2761.50537
FDT01,OUT035,2930.38554
FDC20,OUT010,215.31972000000002
DRJ35,OUT035,1788.47196
FDB32,OUT046,1634.2061
FDL24,OUT046,3115.64439
NCV42,OUT035,2129.0619500000003
FDZ46,OUT046,2243.8791599999995
FDC15,OUT013,2583.3705800000002
FDD08,OUT019,229.73428999999996
FDY50,OUT049,1841.2033199999998
FDD36,OUT013,1699.2547600000003
FDG57,OUT027,1991.7074100000002
FDL21,OUT018,1653.81391
FDN16,OUT027,3017.87166
FDJ09,OUT027,1677.4831
FDS01,OUT010,301.6074
FDV33,OUT017,3533.03441
DRE12,OUT017,1771.5606399999997
FDR07,OUT013,1749.1231799999998
FDP48,OUT010,277.80505000000005
NCB55,OUT035,1711.7052199999998
FDQ08,OUT013,1794.9968000000001
FDR34,OUT035,2518.32192
FDO33,OUT046,2268.4804699999995
FDP13,OUT045,1579.21102
FDX12,OUT049,2389.09014
NCT06,OUT049,3112.34868
FDR16,OUT019,363.69325
FDE36,OUT046,2677.7810199999994
FDZ36,OUT049,2236.78839
FDV13,OUT045,1646.39024
NCZ17,OUT035,1700.35333
FDU56,OUT045,2685.8039099999996
FDM09,OUT035,2430.36974
FDV02,OUT017,2783.3436099999994
FDS34,OUT018,2134.42164
FDA11,OUT049,1798.15935
FDP09,OUT017,2968.63575
FDB29,OUT027,3156.8907000000004
FDT19,OUT017,3045.8685499999997
DRH15,OUT017,1272.1773500000002
FDY38,OUT046,2504.4066999999995
FDF14,OUT027,3817.8636500000002
FDN48,OUT010,241.25263
FDQ12,OUT013,2389.42304
NCJ43,OUT045,2419.6503599999996
FDE17,OUT019,319.08464999999995
FDB05,OUT035,2548.44937
FDH10,OUT045,2507.93544
NCR06,OUT017,1044.54033
FDU32,OUT018,1842.4017600000002
FDD56,OUT049,2945.66565
FDO36,OUT018,1716.7985899999999
FDH16,OUT010,357.00196000000005
FDX10,OUT018,1672.7892100000001
FDZ37,OUT017,1720.7601000000002
FDU31,OUT010,381.33695
DRC49,OUT049,2640.5295099999994
FDL15,OUT045,2600.5482199999997
FDN32,OUT019,375.1782999999999
DRH59,OUT027,3081.92162
NCU29,OUT049,2334.39467
FDR37,OUT019,342.2212
FDS14,OUT018,2271.84276
FDU02,OUT027,4277.898160000001
FDJ08,OUT035,2952.25707
NCZ06,OUT045,3208.2904599999997
FDO31,OUT049,2266.449780000001
FDH31,OUT018,1621.98867
FDS58,OUT017,2469.8516800000007
NCA53,OUT027,2282.26253
FDF50,OUT046,2162.4518199999998
NCW42,OUT049,3261.3880099999997
NCQ17,OUT045,2428.20589
FDK51,OUT018,2387.6253800000004
NCW41,OUT010,297.57931
NCR29,OUT017,1279.7008899999998
FDB08,OUT019,375.1782999999999
FDA40,OUT027,2897.4950200000003
FDL14,OUT018,1885.1461199999999
FDB47,OUT046,2616.69387
FDO03,OUT035,2593.7237699999996
DRK13,OUT019,369.88519
FDX13,OUT010,414.62695
FDF52,OUT046,2304.73328
FDT11,OUT013,2422.7463299999995
FDB08,OUT013,2580.10816
FDQ28,OUT018,1624.7517400000002
FDD29,OUT045,3889.3039900000003
NCQ29,OUT027,3893.132339999999
NCO02,OUT013,1462.5295700000001
FDR56,OUT010,354.0058599999999
NCM54,OUT049,2769.0954899999997
FDP51,OUT035,2352.43785
FDT38,OUT013,1851.5898000000002
FDZ20,OUT018,2846.22842
FDJ53,OUT013,1816.9349100000004
FDX13,OUT049,2475.41111
FDP58,OUT035,3510.1641799999998
NCK31,OUT019,222.04429999999996
FDA35,OUT018,2105.725659999999
FDV37,OUT018,2086.0845600000002
NCO07,OUT027,3622.75096
FDA20,OUT045,2796.2268400000003
FDZ59,OUT035,2439.39133
NCY17,OUT017,1160.4561099999999
FDQ28,OUT035,2781.87885
FDV35,OUT017,2505.63843
FDQ36,OUT013,1768.3980900000001
FDD34,OUT018,2231.4619900000002
FDK51,OUT045,3688.6318699999997
FDV31,OUT035,2762.0380099999998
FDR04,OUT035,1953.95655
FDR14,OUT049,1560.4354600000001
DRC36,OUT010,484.90214
FDE39,OUT019,306.43444999999997
FDP57,OUT049,2161.25338
FDE57,OUT046,2423.64516
NCN18,OUT046,2051.16335
NCQ05,OUT018,2184.4898000000003
FDW47,OUT035,2054.59222
FDV46,OUT035,2560.70009
NCP29,OUT045,1328.9368
FDE09,OUT018,1495.68641
NCU06,OUT027,5918.19633
FDT19,OUT010,378.94007
DRF15,OUT017,2874.6580799999997
DRI51,OUT013,2572.0519799999997
NCX54,OUT013,1792.8329500000004
DRE01,OUT013,3089.4118700000004
NCB07,OUT045,3293.8790499999996
FDU50,OUT035,2430.33645
FDG40,OUT035,1410.2975600000002
FDW10,OUT018,2474.07951
FDX51,OUT013,2627.74615
NCP17,OUT045,1366.5877900000003
FDP21,OUT035,2886.0432599999995
FDL04,OUT045,1562.59931
FDV23,OUT013,2156.1933
FDF24,OUT046,2084.2203200000004
FDH56,OUT027,3285.02391
FDB51,OUT049,1543.02479
FDI58,OUT027,2410.02955
FDR20,OUT013,1705.0139299999998
FDC51,OUT018,2152.4648199999997
FDB16,OUT027,4287.45239
FDE40,OUT049,2236.58865
NCM17,OUT035,1910.1802
FDU56,OUT035,2567.9240200000004
FDS32,OUT019,310.16292999999996
FDX02,OUT049,2930.08593
FDT39,OUT027,3874.6231
FDE35,OUT017,1805.18354
NCI42,OUT019,396.28416000000004
DRL23,OUT046,2507.9021500000003
FDA10,OUT046,2697.65515
FDA11,OUT013,1692.6633400000003
NCM06,OUT046,2318.0492799999993
NCT05,OUT035,3091.6423
NCQ02,OUT010,376.21029000000004
NCY06,OUT049,2959.4809999999998
FDY56,OUT035,2783.90954
FDL02,OUT035,2463.46
NCI06,OUT035,2769.02891
FDQ14,OUT045,2219.9103599999994
FDQ12,OUT017,2607.9386
FDP36,OUT046,2482.5684600000004
FDK21,OUT027,5816.82828
FDO40,OUT045,2233.6258399999997
NCK54,OUT019,337.5606
FDY09,OUT018,2405.7018500000004
NCW30,OUT049,3181.42543
NCC55,OUT027,1844.5323199999998
FDE58,OUT018,2302.3696900000004
FDR39,OUT013,2878.2534
FDU28,OUT049,2459.2654599999996
FDH08,OUT017,2838.8380399999996
FDG35,OUT045,2433.6987400000003
FDG22,OUT049,1496.0858899999998
FDC34,OUT035,2286.5902300000002
FDP15,OUT018,2340.5200299999997
FDK34,OUT010,413.76141000000007
FDU45,OUT035,1820.4303599999998
FDQ04,OUT027,1290.8530400000002
FDX22,OUT018,2246.2094599999996
FDB45,OUT017,1997.9992200000002
NCH43,OUT027,5895.59242
DRE60,OUT046,2194.743119999999
FDD17,OUT027,3657.60559
NCM54,OUT017,2090.37897
NCH55,OUT013,2309.56033
NCT06,OUT017,3051.82746
FDA48,OUT027,2603.11155
FDY58,OUT027,5816.82828
FDO25,OUT045,2915.5382
FDN50,OUT045,1714.8011900000001
FDH35,OUT035,3165.08004
FDK09,OUT045,3438.05804
FDO16,OUT013,1705.74631
FDW11,OUT045,1602.71376
FDU47,OUT027,3753.71382
NCQ42,OUT010,337.82692000000003
FDK55,OUT027,3537.82817
FDN08,OUT049,2338.88882
FDT57,OUT045,3881.04807
FDJ12,OUT018,2437.09432
DRL59,OUT017,1356.5674999999999
NCN53,OUT046,1679.1143099999997
FDO51,OUT010,385.4982000000001
FDK56,OUT017,3055.32291
FDY12,OUT035,2100.36597
FDU15,OUT035,2108.1558299999997
FDQ19,OUT046,3083.7525699999997
DRF15,OUT045,2827.2198300000005
DRE25,OUT019,288.15824
FDK57,OUT018,1978.45799
FDD33,OUT010,331.10234
FDR34,OUT027,4521.2147700000005
FDU04,OUT045,1390.29027
FDE35,OUT019,181.7634
NCD31,OUT035,2874.42505
FDJ56,OUT035,1613.16682
NCU53,OUT046,2222.80659
FDD39,OUT035,3187.7838200000006
NCU17,OUT019,393.58767
FDJ20,OUT046,1982.48608
NCW41,OUT018,2460.26416
FDL52,OUT035,1863.8405199999997
FDS39,OUT035,2531.93753
DRJ47,OUT045,2473.7799000000005
FDP13,OUT010,180.59824999999998
DRK39,OUT010,306.76735
FDF28,OUT010,259.42897
FDB09,OUT045,2571.71908
FDM51,OUT046,2176.36704
DRM49,OUT018,946.9007600000001
DRF23,OUT013,2315.61911
DRH01,OUT035,2373.07765
FDH12,OUT027,2328.50234
FDA28,OUT019,250.94002
FDW37,OUT018,1972.0663100000006
FDF02,OUT046,2291.5837300000003
DRL37,OUT046,1988.7446
NCF43,OUT046,2247.00842
FDH08,OUT010,325.77593999999993
FDR34,OUT019,386.63006
NCK19,OUT049,3275.60284
NCD55,OUT018,1109.78873
FDT27,OUT049,2586.2335199999998
FDQ57,OUT045,2024.7643799999998
FDA47,OUT035,2100.36597
DRG15,OUT027,4246.00634
FDE05,OUT018,1670.1260100000004
FDN46,OUT046,1828.6862800000004
FDX27,OUT027,3805.84596
FDT51,OUT045,1753.7171999999998
FDU33,OUT013,1731.87896
FDJ16,OUT027,2094.3737699999997
FDD20,OUT019,375.17830000000004
FDT36,OUT049,1535.80086
DRF15,OUT027,4386.490139999999
FDN52,OUT010,205.76549
FDC22,OUT027,4512.72582
FDX15,OUT045,2811.6401100000003
FDT13,OUT013,2772.3912
FDU04,OUT017,1518.42348
FDU31,OUT019,310.16293
FDW59,OUT027,3177.23089
NCO29,OUT046,2584.83534
FDL15,OUT035,2804.7157899999997
FDI41,OUT049,2302.40298
FDQ48,OUT049,1908.8486
DRI39,OUT013,1600.2835900000002
FDI08,OUT013,2843.7316699999997
FDC21,OUT049,1983.3516200000001
FDF58,OUT035,2102.2635
FDS08,OUT010,272.4786499999999
FDE47,OUT045,2648.4858200000003
NCP18,OUT019,321.0820500000001
NCR41,OUT013,1843.20072
FDA27,OUT013,2689.09962
FDA43,OUT035,2605.2753999999995
FDA49,OUT045,1769.5632400000002
NCE55,OUT018,2271.6097299999997
DRM49,OUT027,2234.99073
FDF22,OUT027,5742.691449999999
FDQ15,OUT018,1583.00608
NCS54,OUT017,3256.02832
NCY05,OUT013,1366.6543700000002
FDR45,OUT046,2970.9327600000006
FDK57,OUT049,2485.56456
FDF41,OUT010,383.9335700000001
FDV21,OUT046,2119.3745599999997
FDD51,OUT046,1664.99935
FDF33,OUT046,2110.0533600000003
FDA38,OUT046,2637.4668300000003
FDR56,OUT045,3080.49015
NCN41,OUT017,2063.54723
FDC60,OUT027,3967.36904
FDB47,OUT045,3184.62127
DRH01,OUT013,3045.0030099999994
FDW08,OUT046,1728.6831200000001
FDF38,OUT027,3294.5781400000005
FDY32,OUT017,3152.96248
FDG34,OUT049,1749.52266
FDG47,OUT019,594.32637
NCF18,OUT035,2993.0373200000004
FDL39,OUT019,455.80668000000003
NCH55,OUT035,2796.9259300000003
DRJ35,OUT049,1765.4685699999998
FDS44,OUT035,2696.09052
DRE01,OUT018,2808.0114999999996
FDY39,OUT013,2627.74615
FDY32,OUT018,2358.7629500000003
FDR33,OUT027,3205.12791
